Entity,Code,Year,"Health expenditure, public (% of GDP) (% of GDP)","Health expenditure, private (% of GDP) (% of GDP)"
Ethiopia,ETH,1999,1.842742815,2.113125735
Ethiopia,ETH,2000,2.382655413,1.981559867
Ethiopia,ETH,2001,2.230818205,2.031765565
Ethiopia,ETH,2002,2.550281355,2.179176195
Ethiopia,ETH,2003,2.556368908,2.079000512
Ethiopia,ETH,2004,2.37364068,1.86095769
Ethiopia,ETH,2005,2.580334349,1.621373741
Ethiopia,ETH,2006,2.529405628,1.937344042
Ethiopia,ETH,2007,2.571477099,2.118843311
Ethiopia,ETH,2008,2.221322189,2.059370651
Ethiopia,ETH,2009,2.421519695,1.987776515
Ethiopia,ETH,2010,3.716736035,3.144673795
Ethiopia,ETH,2011,3.735155728,2.812547142
Ethiopia,ETH,2012,3.310595126,2.458753334
Ethiopia,ETH,2013,2.953637718,2.238566962
Ethiopia,ETH,2014,2.86756675,2.0167465
Fiji,FJI,1995,2.463687222,0.649946068
Fiji,FJI,1996,2.643610757,0.628701173
Fiji,FJI,1997,2.892407143,0.639420237
Fiji,FJI,1998,2.604433613,0.580269837
Fiji,FJI,1999,2.50533762,0.63921454
Fiji,FJI,2000,3.235571156,0.633177514
Fiji,FJI,2001,2.628178355,0.653305605
Fiji,FJI,2002,2.854488193,0.627072917
Fiji,FJI,2003,2.700264758,0.652070912
Fiji,FJI,2004,2.88766334,0.72008078
Fiji,FJI,2005,2.936055816,0.671705374
Fiji,FJI,2006,3.012361986,0.823679964
Fiji,FJI,2007,2.791982601,0.948177079
Fiji,FJI,2008,2.780329042,0.898323878
Fiji,FJI,2009,2.953906158,1.304042552
Fiji,FJI,2010,2.965205936,1.262690374
Fiji,FJI,2011,2.677144195,1.378591695
Fiji,FJI,2012,2.762148643,1.401633107
Fiji,FJI,2013,2.902243871,1.360597109
Fiji,FJI,2014,2.95320811,1.53429063
Finland,FIN,1995,5.627186976,2.222673529
Finland,FIN,1996,5.753535627,2.279590543
Finland,FIN,1997,5.563132051,2.151716799
Finland,FIN,1998,5.326593103,2.023460487
Finland,FIN,1999,5.268778054,2.104492606
Finland,FIN,2000,5.144464163,2.074583607
Finland,FIN,2001,5.343613088,2.081396962
Finland,FIN,2002,5.657160032,2.150668518
Finland,FIN,2003,5.932232518,2.218962902
Finland,FIN,2004,6.017266103,2.192258023
Finland,FIN,2005,6.221865474,2.207599616
Finland,FIN,2006,6.27918843,2.1021367
Finland,FIN,2007,6.031731023,2.061622587
Finland,FIN,2008,6.253821943,2.100349437
Finland,FIN,2009,6.896822789,2.306778281
Finland,FIN,2010,6.73883183,2.30658977
Finland,FIN,2011,6.753551156,2.257943721
Finland,FIN,2012,7.040839875,2.257397245
Finland,FIN,2013,7.204016684,2.342673396
Finland,FIN,2014,7.289814273,2.390094667
France,FRA,1995,8.058218715,2.054336159
France,FRA,1996,8.042808693,2.065927957
France,FRA,1997,7.944487319,2.030562291
France,FRA,1998,7.844248058,2.020495652
France,FRA,1999,7.831247748,2.025649802
France,FRA,2000,7.759499573,2.015048107
France,FRA,2001,7.848666574,2.038236366
France,FRA,2002,8.141653894,2.078654096
France,FRA,2003,8.127820878,2.300503292
France,FRA,2004,8.20640927,2.32831756
France,FRA,2005,8.266337172,2.333548971
France,FRA,2006,8.173183403,2.356036927
France,FRA,2007,8.118287794,2.330700411
France,FRA,2008,8.16933746,2.40053264
France,FRA,2009,8.74652319,2.5340705
France,FRA,2010,8.679104958,2.518114378
France,FRA,2011,8.731135954,2.460183554
France,FRA,2012,8.826051795,2.48254412
France,FRA,2013,8.910694046,2.502448907
France,FRA,2014,9.024514376,2.515005374
Gabon,GAB,1995,1.257445299,2.225602541
Gabon,GAB,1996,1.28647559,2.11027809
Gabon,GAB,1997,1.192176302,1.814127728
Gabon,GAB,1998,1.731343904,2.512209196
Gabon,GAB,1999,1.213987698,2.306347442
Gabon,GAB,2000,1.154856156,1.734344854
Gabon,GAB,2001,1.285837405,1.944110995
Gabon,GAB,2002,1.207290008,2.011386032
Gabon,GAB,2003,1.467581307,2.011439553
Gabon,GAB,2004,1.36059829,1.89453816
Gabon,GAB,2005,1.114980978,1.640222452
Gabon,GAB,2006,1.235086135,1.646930125
Gabon,GAB,2007,1.266978066,1.591341534
Gabon,GAB,2008,1.076241407,1.459636593
Gabon,GAB,2009,1.548099648,1.879841092
Gabon,GAB,2010,2.44092455,0.929702903
Gabon,GAB,2011,2.103287948,1.019282192
Gabon,GAB,2012,2.210201203,0.921361887
Gabon,GAB,2013,2.931829623,1.051481217
Gabon,GAB,2014,2.350580925,1.086890695
Gambia,GMB,1995,1.041104569,2.216652231
Gambia,GMB,1996,0.896204512,2.470696718
Gambia,GMB,1997,0.921290897,2.193322603
Gambia,GMB,1998,1.194823096,2.341187504
Gambia,GMB,1999,1.25261532,2.310997
Gambia,GMB,2000,1.234866709,2.378515851
Gambia,GMB,2001,1.55374665,2.15465389
Gambia,GMB,2002,1.407356893,2.343630877
Gambia,GMB,2003,2.123974878,2.095213162
Gambia,GMB,2004,2.514850239,1.837115961
Gambia,GMB,2005,2.897599008,2.069260972
Gambia,GMB,2006,3.244630936,2.278148754
Gambia,GMB,2007,3.40312534,2.35822007
Gambia,GMB,2008,3.527012899,2.418542301
Gambia,GMB,2009,3.482328264,2.367506076
Gambia,GMB,2010,3.433086876,2.317423754
Gambia,GMB,2011,3.735121027,2.506133243
Gambia,GMB,2012,3.672212762,2.451220508
Gambia,GMB,2013,4.181628453,2.309505477
Gambia,GMB,2014,5.045612515,2.294788245
Georgia,GEO,1995,0.267281215,4.857622525
Georgia,GEO,1996,0.874215804,6.616752846
Georgia,GEO,1997,1.491279099,6.498529091
Georgia,GEO,1998,1.195657068,5.352050972
Georgia,GEO,1999,1.140527412,5.153430938
Georgia,GEO,2000,1.180608888,5.758729112
Georgia,GEO,2001,1.388194366,6.427929274
Georgia,GEO,2002,1.400350039,7.322961371
Georgia,GEO,2003,1.25729464,7.22793087
Georgia,GEO,2004,1.307242467,7.223834473
Georgia,GEO,2005,1.648504578,6.950321592
Georgia,GEO,2006,1.771662102,6.622560368
Georgia,GEO,2007,1.449623425,6.717694565
Georgia,GEO,2008,1.779974412,7.213220248
Georgia,GEO,2009,2.270258573,7.923960757
Georgia,GEO,2010,2.289929133,7.761654537
Georgia,GEO,2011,1.700624384,7.681564246
Georgia,GEO,2012,1.210348913,7.360502597
Georgia,GEO,2013,1.276120238,5.971244462
Georgia,GEO,2014,1.552730538,5.863928662
Germany,DEU,1995,7.678673477,1.752519133
Germany,DEU,1996,8.117369547,1.796538903
Germany,DEU,1997,8.08569888,1.94824491
Germany,DEU,1998,8.040406659,2.008879476
Germany,DEU,1999,8.012330015,2.036389524
Germany,DEU,2000,7.998752643,2.104390307
Germany,DEU,2001,8.03376379,2.12032938
Germany,DEU,2002,8.181587749,2.218314481
Germany,DEU,2003,8.289385968,2.326357608
Germany,DEU,2004,7.919819258,2.451048612
Germany,DEU,2005,8.006701839,2.510843771
Germany,DEU,2006,7.85851875,2.48248198
Germany,DEU,2007,7.732519511,2.447885789
Germany,DEU,2008,7.901738662,2.490728958
Germany,DEU,2009,8.709862289,2.693392621
Germany,DEU,2010,8.575730796,2.675829244
Germany,DEU,2011,8.307622306,2.625114684
Germany,DEU,2012,8.361114536,2.630805194
Germany,DEU,2013,8.569493975,2.595344615
Germany,DEU,2014,8.697237324,2.599763346
Ghana,GHA,1995,1.622871382,1.463357588
Ghana,GHA,1996,2.018927102,1.426121688
Ghana,GHA,1997,1.435605533,1.559915767
Ghana,GHA,1998,1.772753783,1.458809547
Ghana,GHA,1999,1.593377538,1.487108592
Ghana,GHA,2000,1.498094341,1.500039049
Ghana,GHA,2001,2.045003688,1.513870832
Ghana,GHA,2002,1.508850229,1.564179201
Ghana,GHA,2003,1.580562376,1.543330754
Ghana,GHA,2004,2.399043819,1.558341271
Ghana,GHA,2005,2.923944957,1.583902903
Ghana,GHA,2006,3.044228156,1.592153724
Ghana,GHA,2007,3.729887891,1.570555539
Ghana,GHA,2008,3.223054494,1.627633616
Ghana,GHA,2009,3.674963362,1.498080728
Ghana,GHA,2010,3.829376748,1.505144422
Ghana,GHA,2011,3.575520486,1.231898994
Ghana,GHA,2012,3.140675827,1.649379273
Ghana,GHA,2013,3.242160133,1.384040047
Ghana,GHA,2014,2.128885085,1.428406805
Greece,GRC,1995,4.301359499,3.963955831
Greece,GRC,1996,4.325647391,3.843294519
Greece,GRC,1997,4.232331,3.77727914
Greece,GRC,1998,4.118547753,3.792832017
Greece,GRC,1999,4.34042636,3.78507303
Greece,GRC,2000,4.5622111,3.04005811
Greece,GRC,2001,5.146070341,3.324051309
Greece,GRC,2002,5.055646368,3.662040072
Greece,GRC,2003,5.14686853,3.46161564
Greece,GRC,2004,4.90873744,3.39363129
Greece,GRC,2005,5.627319096,3.734146814
Greece,GRC,2006,5.790832345,3.544911081
Greece,GRC,2007,5.677828365,3.73068391
Greece,GRC,2008,5.84985855,3.908939158
Greece,GRC,2009,6.781079862,2.979598097
Greece,GRC,2010,6.216353748,2.964958719
Greece,GRC,2011,6.682802397,3.072278748
Greece,GRC,2012,6.274430226,2.955309593
Greece,GRC,2013,6.066287526,3.12153025
Greece,GRC,2014,4.985039193,3.099227827
Grenada,GRD,1995,3.006434316,3.900428954
Grenada,GRD,1996,3.016742923,3.936158177
Grenada,GRD,1997,3.157869167,4.096278573
Grenada,GRD,1998,3.151488805,4.193523145
Grenada,GRD,1999,3.707319241,4.075963359
Grenada,GRD,2000,3.446999326,3.177670454
Grenada,GRD,2001,4.513238797,3.155851273
Grenada,GRD,2002,3.524549877,3.148988593
Grenada,GRD,2003,3.055066908,2.838791072
Grenada,GRD,2004,2.700563891,2.534587539
Grenada,GRD,2005,2.918936395,2.585219715
Grenada,GRD,2006,3.208181759,2.784835631
Grenada,GRD,2007,2.897890968,2.978125002
Grenada,GRD,2008,2.691541613,3.071748877
Grenada,GRD,2009,3.073334628,3.171318682
Grenada,GRD,2010,3.100526247,3.306074573
Grenada,GRD,2011,3.040190628,3.309288742
Grenada,GRD,2012,3.045941945,3.310633075
Grenada,GRD,2013,2.782444268,3.369966532
Grenada,GRD,2014,2.827357413,3.270256617
Guatemala,GTM,1995,1.568251834,2.350725386
Guatemala,GTM,1996,1.474088811,2.381477089
Guatemala,GTM,1997,1.652352634,2.371484006
Guatemala,GTM,1998,1.687897756,2.172427794
Guatemala,GTM,1999,1.822568317,2.464464983
Guatemala,GTM,2000,1.906287984,3.345531496
Guatemala,GTM,2001,2.165382542,4.593243498
Guatemala,GTM,2002,2.126950411,4.579687469
Guatemala,GTM,2003,2.250780088,4.633349442
Guatemala,GTM,2004,2.18862221,4.58440413
Guatemala,GTM,2005,2.151933847,4.637553533
Guatemala,GTM,2006,2.389327876,4.682749474
Guatemala,GTM,2007,2.26818626,4.58777158
Guatemala,GTM,2008,2.319787972,4.329040268
Guatemala,GTM,2009,2.516993404,4.270770966
Guatemala,GTM,2010,2.375496937,4.262920353
Guatemala,GTM,2011,2.15314798,4.13069561
Guatemala,GTM,2012,2.14774653,4.18159238
Guatemala,GTM,2013,2.321889304,3.974391376
Guatemala,GTM,2014,2.334729015,3.867572255
Guinea,GIN,1995,1.24440635,2.28683033
Guinea,GIN,1996,0.769224234,2.359982426
Guinea,GIN,1997,0.753971712,2.299053908
Guinea,GIN,1998,0.948582871,2.444346509
Guinea,GIN,1999,1.034078996,2.382011894
Guinea,GIN,2000,1.095939452,2.360228888
Guinea,GIN,2001,1.27041596,2.38291367
Guinea,GIN,2002,1.313300227,2.449241103
Guinea,GIN,2003,1.313311747,2.132802863
Guinea,GIN,2004,0.879682253,2.257791667
Guinea,GIN,2005,0.554865842,2.266622778
Guinea,GIN,2006,0.66542757,2.35486338
Guinea,GIN,2007,0.418226466,2.659895874
Guinea,GIN,2008,0.784624403,2.422421697
Guinea,GIN,2009,1.346498634,2.502015246
Guinea,GIN,2010,2.011768888,2.535370022
Guinea,GIN,2011,1.977158975,2.753838395
Guinea,GIN,2012,2.098946177,3.292396753
Guinea,GIN,2013,2.378242841,3.114917439
Guinea,GIN,2014,2.736244781,2.908553149
Guinea-Bissau,GNB,1995,1.59182256,4.84008864
Guinea-Bissau,GNB,1996,2.107388011,4.843267109
Guinea-Bissau,GNB,1997,2.249324138,4.470263642
Guinea-Bissau,GNB,1998,2.207081665,4.854679805
Guinea-Bissau,GNB,1999,1.458689029,4.296671491
Guinea-Bissau,GNB,2000,0.515965237,4.419843483
Guinea-Bissau,GNB,2001,0.483604876,4.555353454
Guinea-Bissau,GNB,2002,1.29016916,4.54779585
Guinea-Bissau,GNB,2003,1.296153569,4.322991911
Guinea-Bissau,GNB,2004,0.855296173,4.557915747
Guinea-Bissau,GNB,2005,1.083538194,4.632677456
Guinea-Bissau,GNB,2006,1.068546513,4.806146187
Guinea-Bissau,GNB,2007,1.363201444,4.740326356
Guinea-Bissau,GNB,2008,1.157787536,4.892001554
Guinea-Bissau,GNB,2009,1.916627082,4.889826378
Guinea-Bissau,GNB,2010,1.849453411,4.848763519
Guinea-Bissau,GNB,2011,1.046974932,4.409136298
Guinea-Bissau,GNB,2012,1.591370587,4.370061043
Guinea-Bissau,GNB,2013,1.625012367,4.514466023
Guinea-Bissau,GNB,2014,1.145122307,4.448015053
Guyana,GUY,1995,4.123691982,0.942438588
Guyana,GUY,1996,4.042182563,0.903814647
Guyana,GUY,1997,4.267222814,0.877779946
Guyana,GUY,1998,4.314013546,0.956534824
Guyana,GUY,1999,3.815805252,0.864275448
Guyana,GUY,2000,4.954943485,0.892498515
Guyana,GUY,2001,4.898010308,0.926891342
Guyana,GUY,2002,4.94658054,0.88849245
Guyana,GUY,2003,4.749728887,1.218587193
Guyana,GUY,2004,4.548307265,1.180105425
Guyana,GUY,2005,4.359658645,1.467835175
Guyana,GUY,2006,3.044944275,1.624264305
Guyana,GUY,2007,4.685796052,1.767666528
Guyana,GUY,2008,5.597246014,1.866990716
Guyana,GUY,2009,5.30091141,2.01928455
Guyana,GUY,2010,4.460583707,2.142360233
Guyana,GUY,2011,4.57147769,2.22560896
Guyana,GUY,2012,4.339437853,2.225670037
Guyana,GUY,2013,2.896153441,2.199999999
Guyana,GUY,2014,3.119698091,2.128105409
Haiti,HTI,1995,2.700778316,3.903852294
Haiti,HTI,1996,2.456802296,3.989623974
Haiti,HTI,1997,2.444218128,3.757059532
Haiti,HTI,1998,2.031842786,3.960506054
Haiti,HTI,1999,1.696652901,3.955006209
Haiti,HTI,2000,1.679556587,4.378705853
Haiti,HTI,2001,1.472578763,4.158693117
Haiti,HTI,2002,1.411106475,4.055175055
Haiti,HTI,2003,1.585349102,3.731692248
Haiti,HTI,2004,2.029269522,3.582240518
Haiti,HTI,2005,0.938494956,3.468920164
Haiti,HTI,2006,1.355593535,4.344187885
Haiti,HTI,2007,1.326609423,4.230420527
Haiti,HTI,2008,1.355999841,4.566488179
Haiti,HTI,2009,1.3726482,5.3059951
Haiti,HTI,2010,1.410583252,6.684052578
Haiti,HTI,2011,1.80632117,8.60855734
Haiti,HTI,2012,0.980271294,8.902932856
Haiti,HTI,2013,1.724541255,6.378256575
Haiti,HTI,2014,1.559516418,5.996137772
Honduras,HND,1995,2.86657957,2.47159761
Honduras,HND,1996,2.460607584,2.501772256
Honduras,HND,1997,2.37295217,2.51130086
Honduras,HND,1998,2.92390839,2.70799687
Honduras,HND,1999,2.902757343,3.310793817
Honduras,HND,2000,3.592970163,3.033206817
Honduras,HND,2001,3.616459009,3.260385591
Honduras,HND,2002,3.906168524,3.376636446
Honduras,HND,2003,4.733086937,3.561245783
Honduras,HND,2004,4.207177311,3.681675209
Honduras,HND,2005,3.905898653,3.908689667
Honduras,HND,2006,3.48897019,4.14347902
Honduras,HND,2007,3.63946928,4.25479627
Honduras,HND,2008,3.725573599,4.675802251
Honduras,HND,2009,4.554171531,4.286439889
Honduras,HND,2010,4.215610714,4.235412086
Honduras,HND,2011,3.916841875,4.651179305
Honduras,HND,2012,4.453647583,5.326203217
Honduras,HND,2013,4.457074848,4.693108432
Honduras,HND,2014,4.41783425,4.30484621
Hungary,HUN,1995,6.06578493,1.15874915
Hungary,HUN,1996,5.707631445,1.286683335
Hungary,HUN,1997,5.48077096,1.26199721
Hungary,HUN,1998,5.293047243,1.784992167
Hungary,HUN,1999,5.215692477,1.990846723
Hungary,HUN,2000,4.992262794,2.065316506
Hungary,HUN,2001,4.907747893,2.207229062
Hungary,HUN,2002,5.241660919,2.223803687
Hungary,HUN,2003,5.986829456,2.435085382
Hungary,HUN,2004,5.625904986,2.457263373
Hungary,HUN,2005,5.798315899,2.481477667
Hungary,HUN,2006,5.651159262,2.448792811
Hungary,HUN,2007,5.050828075,2.458704432
Hungary,HUN,2008,4.912567273,2.413939388
Hungary,HUN,2009,4.958614911,2.590718862
Hungary,HUN,2010,5.117494816,2.732990734
Hungary,HUN,2011,5.029887063,2.810143606
Hungary,HUN,2012,4.910106031,2.830552139
Hungary,HUN,2013,4.905828404,2.621447766
Hungary,HUN,2014,4.883081909,2.517699021
Iceland,ISL,1995,6.88713759,1.31835432
Iceland,ISL,1996,6.797412968,1.367256809
Iceland,ISL,1997,6.493117315,1.419425991
Iceland,ISL,1998,7.037368982,1.696469178
Iceland,ISL,1999,7.77504317,1.66201098
Iceland,ISL,2000,7.544980416,1.730040784
Iceland,ISL,2001,7.405369028,1.717014132
Iceland,ISL,2002,8.074375999,1.781013911
Iceland,ISL,2003,8.231289339,1.843084741
Iceland,ISL,2004,7.794296374,1.792838466
Iceland,ISL,2005,7.499485021,1.710275219
Iceland,ISL,2006,7.349510338,1.615196572
Iceland,ISL,2007,7.225443543,1.527477487
Iceland,ISL,2008,7.274309782,1.529063138
Iceland,ISL,2009,7.479480519,1.641264931
Iceland,ISL,2010,7.116064072,1.739424348
Iceland,ISL,2011,6.972243353,1.681019757
Iceland,ISL,2012,6.994047937,1.689227813
Iceland,ISL,2013,7.067580829,1.686919681
Iceland,ISL,2014,7.179705939,1.679459991
India,IND,1995,1.051510963,2.967120017
India,IND,1996,1.006714181,2.890303069
India,IND,1997,1.072536175,3.175534435
India,IND,1998,1.104334395,3.191927075
India,IND,1999,1.130458988,2.895528812
India,IND,2000,1.112443009,3.151313451
India,IND,2001,1.077996182,3.418514058
India,IND,2002,1.025761987,3.375310593
India,IND,2003,0.984930506,3.311607084
India,IND,2004,1.022681766,3.197457824
India,IND,2005,1.1342577,3.14791701
India,IND,2006,1.110610623,3.136070657
India,IND,2007,1.099600724,3.126930436
India,IND,2008,1.162740942,3.176751508
India,IND,2009,1.220971081,3.154766339
India,IND,2010,1.161015809,3.118664001
India,IND,2011,1.175376637,3.155774073
India,IND,2012,1.183872748,3.205169252
India,IND,2013,1.286886584,3.242231486
India,IND,2014,1.407237618,3.277850712
Indonesia,IDN,1995,0.708979047,1.247235303
Indonesia,IDN,1996,0.726782129,1.259843281
Indonesia,IDN,1997,0.676852206,1.248445474
Indonesia,IDN,1998,0.708065027,1.347294913
Indonesia,IDN,1999,0.772645557,1.445822493
Indonesia,IDN,2000,0.72468259,1.25364981
Indonesia,IDN,2001,0.963565797,1.268416543
Indonesia,IDN,2002,0.884272738,1.384352982
Indonesia,IDN,2003,1.015301176,1.518423114
Indonesia,IDN,2004,0.934871136,1.432877144
Indonesia,IDN,2005,0.803211001,1.986369659
Indonesia,IDN,2006,0.912583094,1.992564716
Indonesia,IDN,2007,1.126425894,1.972016196
Indonesia,IDN,2008,1.005797618,1.800147312
Indonesia,IDN,2009,1.019549421,1.805910029
Indonesia,IDN,2010,1.03300414,1.70767126
Indonesia,IDN,2011,1.028914047,1.684250253
Indonesia,IDN,2012,1.147736521,1.750133819
Indonesia,IDN,2013,1.153628987,1.772288223
Indonesia,IDN,2014,1.075536301,1.771323859
Iran,IRN,1995,1.676071693,2.068812227
Iran,IRN,1996,1.725678443,1.914080257
Iran,IRN,1997,1.942216566,2.059360824
Iran,IRN,1998,2.137651028,2.266367802
Iran,IRN,1999,1.86003165,2.52634029
Iran,IRN,2000,1.8631225,2.61141516
Iran,IRN,2001,2.194736416,2.828654854
Iran,IRN,2002,2.189274716,3.200008114
Iran,IRN,2003,2.348239338,3.067582602
Iran,IRN,2004,2.23931692,3.64834938
Iran,IRN,2005,2.333458198,3.730101282
Iran,IRN,2006,2.568090196,3.377144834
Iran,IRN,2007,2.423964847,3.420155523
Iran,IRN,2008,2.437820381,3.845324649
Iran,IRN,2009,2.879141091,4.752400179
Iran,IRN,2010,2.684682081,5.334567609
Iran,IRN,2011,2.479033263,4.645389227
Iran,IRN,2012,2.687600161,4.296234239
Iran,IRN,2013,2.734040154,3.758719076
Iran,IRN,2014,2.840802145,4.054120155
Iraq,IRQ,2003,1.979337095,2.384305165
Iraq,IRQ,2004,4.050409222,1.561599158
Iraq,IRQ,2005,2.783872277,1.349522003
Iraq,IRQ,2006,1.913571569,1.085483041
Iraq,IRQ,2007,2.56524357,1.12653814
Iraq,IRQ,2008,2.939574832,0.988390368
Iraq,IRQ,2009,3.453081475,1.196635385
Iraq,IRQ,2010,2.823249192,0.997217758
Iraq,IRQ,2011,2.491033171,0.827179899
Iraq,IRQ,2012,3.280040611,1.984078159
Iraq,IRQ,2013,3.719199111,2.200724189
Iraq,IRQ,2014,3.33814899,2.20072419
Ireland,IRL,1995,4.669802976,1.769417534
Ireland,IRL,1996,4.541905478,1.807459092
Ireland,IRL,1997,4.644839862,1.552604758
Ireland,IRL,1998,4.494538697,1.523910073
Ireland,IRL,1999,4.461866317,1.467136783
Ireland,IRL,2000,4.466601084,1.561906353
Ireland,IRL,2001,4.911672749,1.686205066
Ireland,IRL,2002,5.1711671,1.681602708
Ireland,IRL,2003,5.402683783,1.645084766
Ireland,IRL,2004,5.596228886,1.741965058
Ireland,IRL,2005,5.520724188,1.746127815
Ireland,IRL,2006,5.443878625,1.779360524
Ireland,IRL,2007,5.729910174,1.840032388
Ireland,IRL,2008,6.513027123,2.128111591
Ireland,IRL,2009,6.917241581,2.612965639
Ireland,IRL,2010,6.101439901,2.659123604
Ireland,IRL,2011,5.526043462,2.619238587
Ireland,IRL,2012,5.622416984,2.698263023
Ireland,IRL,2013,5.333288818,2.675987502
Ireland,IRL,2014,5.141484076,2.641712494
Israel,ISR,1995,4.950145432,2.201416525
Israel,ISR,1996,5.108144225,2.099007729
Israel,ISR,1997,5.144840787,2.248887579
Israel,ISR,1998,4.762189233,2.489894856
Israel,ISR,1999,4.601782112,2.368243256
Israel,ISR,2000,4.460361462,2.509511594
Israel,ISR,2001,4.719172153,2.744892785
Israel,ISR,2002,4.737818754,2.593438275
Israel,ISR,2003,4.587586374,2.704115941
Israel,ISR,2004,4.473436246,2.712129328
Israel,ISR,2005,4.408425818,2.87981012
Israel,ISR,2006,4.702560226,2.677062464
Israel,ISR,2007,4.56088595,2.80800042
Israel,ISR,2008,4.471592985,2.766942027
Israel,ISR,2009,4.560773264,2.826508494
Israel,ISR,2010,4.612276482,2.665349368
Israel,ISR,2011,4.618524658,2.70512966
Israel,ISR,2012,4.865016995,2.868714755
Israel,ISR,2013,4.857808386,3.036182234
Israel,ISR,2014,4.751695808,3.056612272
Italy,ITA,1995,5.020894767,2.074304533
Italy,ITA,1996,5.084493833,2.109315037
Italy,ITA,1997,5.286288745,2.185323425
Italy,ITA,1998,5.300234371,2.251369339
Italy,ITA,1999,5.384669776,2.245034034
Italy,ITA,2000,5.704658031,2.209058729
Italy,ITA,2001,5.973164168,2.140045212
Italy,ITA,2002,6.07690275,2.15306424
Italy,ITA,2003,6.07045375,2.10139661
Italy,ITA,2004,6.414766985,2.079549155
Italy,ITA,2005,6.644147576,2.062923114
Italy,ITA,2006,6.743597292,2.074893428
Italy,ITA,2007,6.487839661,1.993846009
Italy,ITA,2008,6.836653593,2.049195637
Italy,ITA,2009,7.248665863,2.166230707
Italy,ITA,2010,7.256673496,2.163238534
Italy,ITA,2011,6.969185175,2.305813935
Italy,ITA,2012,6.993120899,2.288947141
Italy,ITA,2013,6.967351379,2.249867401
Italy,ITA,2014,6.992651033,2.255266797
Jamaica,JAM,1995,2.224280687,1.939815953
Jamaica,JAM,1996,2.859074529,1.870893831
Jamaica,JAM,1997,3.354873879,2.616031511
Jamaica,JAM,1998,3.383751914,2.099361646
Jamaica,JAM,1999,2.711113592,2.330376978
Jamaica,JAM,2000,3.220452714,2.588869896
Jamaica,JAM,2001,2.449632293,2.888211297
Jamaica,JAM,2002,2.787349228,2.068410342
Jamaica,JAM,2003,2.304267888,2.253951852
Jamaica,JAM,2004,2.723855098,2.080718182
Jamaica,JAM,2005,1.985844927,2.082460703
Jamaica,JAM,2006,2.310210909,1.910935241
Jamaica,JAM,2007,2.534920082,2.336988748
Jamaica,JAM,2008,2.893671205,2.510621015
Jamaica,JAM,2009,2.893738212,2.264357898
Jamaica,JAM,2010,2.99010608,2.30677179
Jamaica,JAM,2011,2.795222811,2.416341549
Jamaica,JAM,2012,3.273760445,2.383359425
Jamaica,JAM,2013,3.380134876,2.525613144
Jamaica,JAM,2014,2.808578033,2.552946757
Japan,JPN,1995,5.451500805,1.171100595
Japan,JPN,1996,5.342586047,1.147703343
Japan,JPN,1997,5.469916116,1.255632054
Japan,JPN,1998,5.652911799,1.356009431
Japan,JPN,1999,5.909097683,1.431872587
Japan,JPN,2000,6.087614007,1.445632503
Japan,JPN,2001,6.297406179,1.449278961
Japan,JPN,2002,6.361552576,1.486925944
Japan,JPN,2003,6.420410051,1.575534229
Japan,JPN,2004,6.47273952,1.56213789
Japan,JPN,2005,6.657459569,1.524083101
Japan,JPN,2006,6.596439242,1.597695328
Japan,JPN,2007,6.715044868,1.533489642
Japan,JPN,2008,6.995021791,1.604004849
Japan,JPN,2009,7.753493212,1.760467638
Japan,JPN,2010,7.861969364,1.716527786
Japan,JPN,2011,8.318249839,1.753600131
Japan,JPN,2012,8.409920777,1.759884403
Japan,JPN,2013,8.528219096,1.719157574
Japan,JPN,2014,8.550081685,1.678662395
Jordan,JOR,1995,5.328898363,3.139114837
Jordan,JOR,1996,5.441182157,3.467987253
Jordan,JOR,1997,5.116392745,3.853135185
Jordan,JOR,1998,5.300589761,4.007581289
Jordan,JOR,1999,4.991069703,4.367941297
Jordan,JOR,2000,4.635309347,5.019394283
Jordan,JOR,2001,4.786093096,5.115879664
Jordan,JOR,2002,4.810691426,4.870603984
Jordan,JOR,2003,4.451036994,4.703495696
Jordan,JOR,2004,4.692325909,4.360462181
Jordan,JOR,2005,4.761008321,4.121524949
Jordan,JOR,2006,4.48990028,3.595003
Jordan,JOR,2007,4.994181963,3.351327957
Jordan,JOR,2008,5.431250455,3.345219595
Jordan,JOR,2009,6.695984303,2.847043987
Jordan,JOR,2010,5.921295616,2.496336584
Jordan,JOR,2011,5.905862126,2.480252184
Jordan,JOR,2012,5.509302576,2.495364954
Jordan,JOR,2013,4.873555443,2.359614347
Jordan,JOR,2014,5.193101946,2.259893914
Kazakhstan,KAZ,1995,2.953489978,1.664344812
Kazakhstan,KAZ,1996,2.759064102,1.584117688
Kazakhstan,KAZ,1997,3.002615807,1.669902563
Kazakhstan,KAZ,1998,3.092985258,1.738133982
Kazakhstan,KAZ,1999,2.296107627,2.080008093
Kazakhstan,KAZ,2000,2.119310653,2.041018827
Kazakhstan,KAZ,2001,1.965795165,1.505170145
Kazakhstan,KAZ,2002,1.933120902,1.681685748
Kazakhstan,KAZ,2003,2.014321414,1.681306666
Kazakhstan,KAZ,2004,2.294666524,1.657137546
Kazakhstan,KAZ,2005,2.521541794,1.547971426
Kazakhstan,KAZ,2006,2.3057194,1.42084096
Kazakhstan,KAZ,2007,1.784132566,1.401302514
Kazakhstan,KAZ,2008,2.262578318,1.385994452
